source,target,weight
10.1007/S44163-025-00696-W,10.1038/S41598-025-28907-5,0.35954624775333743
10.1007/S44163-025-00696-W,10.1038/S41598-025-28986-4,0.31622776601683794
10.1007/S44163-025-00696-W,10.1049/RPG2.70162,0.3540440964374667
10.1007/S44163-025-00696-W,10.13535/j.cnki.10-1507/n.2024.15.30,0.5000000000000001
10.1007/S44163-025-00696-W,10.16786/j.cnki.1671-8887.eem.2025.06.009,0.2886751345948129
10.1007/S44163-025-00696-W,10.19769/j.zdhy.2025.24.043,0.3746343246326776
10.1007/S44163-025-00696-W,一种双阶段电力数据异常分析模型,0.3370093007873882
10.1007/S44163-025-00696-W,基于深度学习-强化学习联合算法的电力调度信息化择优决策,0.38575837490522974
10.1007/S44163-025-00696-W,基于深度学习的电力输配电线路节能降耗技术研究,0.35007002100700246
10.1007/S44163-025-00696-W,融合VMD-MPC算法的多微电网能量调度技术优化,0.36424639819288707
10.1016/j.energy.2025.137454,10.1049/RPG2.70162,0.4696682183138621
10.1016/j.energy.2025.137454,10.13202/j.cnki.cer.2025.11.028,0.34299717028501764
10.1016/j.energy.2025.137454,10.19768/j.cnki.dgjs.2025.23.039,0.47565149415449404
10.1016/j.energy.2025.137454,10.26914/c.cnkihy.2025.077503,0.5530663187549723
10.1016/j.energy.2025.137454,10.27047/d.cnki.ggudu.2024.003176,0.45374260648651504
10.1016/j.energy.2025.137454,10.27075/d.cnki.ghzdc.2025.001900,0.5118906968889915
10.1016/j.energy.2025.137454,10.27123/d.cnki.ghlju.2025.001668,0.5254938542453882
10.1016/j.energy.2025.137454,10.3390/EN19010061,0.5419545609849977
10.1016/j.energy.2025.137454,基于大数据分析的电力调度自动化负荷预测模型研究,0.42808634473904467
10.1016/j.energy.2025.137454,基于火用损能效评估的多能耦合微电网双层协同优化方法,0.5368754921931592
10.1016/j.energy.2025.137454,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,0.4509560339299333
10.1016/j.rineng.2024.102766,10.1080/23311916.2025.2555341,0.3595732599803958
10.1016/j.rineng.2024.102766,10.13202/j.cnki.cer.2025.11.028,0.5
10.1016/j.rineng.2024.102766,10.16183/j.cnki.jsjtu.2024.184,0.4120816918460671
10.1016/j.rineng.2024.102766,10.19457/j.1001-2095.dqcd24909,0.34188172937891387
10.1016/j.rineng.2024.102766,10.19911/j.1003-0417.tyn20231115.01,0.41702882811414954
10.1016/j.rineng.2024.102766,10.27029/d.cnki.ggdgu.2025.000906,0.3644054444067475
10.1016/j.rineng.2024.102766,10.27029/d.cnki.ggdgu.2025.001070,0.3528251645047713
10.1016/j.rineng.2024.102766,10.27398/d.cnki.gxalu.2024.000658,0.5091750772173156
