来源库,题名,作者,单位,文献来源,摘要,发表时间,年份,DOI,基金,全文链接,语言,来源文件,citing_paper,cited_paper,cited_title
期刊,Short‐Term Residential Load Forecasting With FG‐LSTM‐TA: A Hybrid Deep Learning Approach Integrating Feature Gating and Temporal Attention for Enhanced Prediction Accuracy,Mehdi Mohammadian Mehr;Hossein Farzin;Elaheh Mashhour,Department of Electrical Engineering;Faculty of Engineering; Shahid Chamran University of Ahvaz;Ahvaz;Iran,Engineering Reports,"This paper introduces FG‐LSTM‐TA, a hybrid deep learning model that integrates feature‐gated LSTM networks with a temporal attention mechanism for high‐accuracy short‐term residential load forecasting. The architecture combines selective feature gating, sequential temporal modeling, and attention‐based context weighting to enhance learning efficiency and adaptivity. The model was evaluated using real‐world 30‐min interval electricity consumption data from Ahvaz, Iran, across four scenarios involving both individual and aggregated households. Experimental results demonstrate that FG‐LSTM‐TA consistently outperforms baseline models (LSTM and CNN) and advanced benchmarks (GRU, Transformer, and CNN‐LSTM), achieving R2 scores up to 98%, lower training losses, and shorter computation times. Compared to other models, it maintains robust performance even in high‐noise or low‐amplitude environments. A compact sensitivity analysis further confirms the model's responsiveness to dominant temporal and weather‐r...",2025/12/23,2025,10.1002/ENG2.70570,"Research Council of Shahid Chamran University of Ahvaz, Iran(SCU.EE1404.37219)",,english,raw_data(CNKI).csv,10.1002/ENG2.70570,一种双阶段电力数据异常分析模型,一种双阶段电力数据异常分析模型
期刊,Short‐Term Residential Load Forecasting With FG‐LSTM‐TA: A Hybrid Deep Learning Approach Integrating Feature Gating and Temporal Attention for Enhanced Prediction Accuracy,Mehdi Mohammadian Mehr;Hossein Farzin;Elaheh Mashhour,Department of Electrical Engineering;Faculty of Engineering; Shahid Chamran University of Ahvaz;Ahvaz;Iran,Engineering Reports,"This paper introduces FG‐LSTM‐TA, a hybrid deep learning model that integrates feature‐gated LSTM networks with a temporal attention mechanism for high‐accuracy short‐term residential load forecasting. The architecture combines selective feature gating, sequential temporal modeling, and attention‐based context weighting to enhance learning efficiency and adaptivity. The model was evaluated using real‐world 30‐min interval electricity consumption data from Ahvaz, Iran, across four scenarios involving both individual and aggregated households. Experimental results demonstrate that FG‐LSTM‐TA consistently outperforms baseline models (LSTM and CNN) and advanced benchmarks (GRU, Transformer, and CNN‐LSTM), achieving R2 scores up to 98%, lower training losses, and shorter computation times. Compared to other models, it maintains robust performance even in high‐noise or low‐amplitude environments. A compact sensitivity analysis further confirms the model's responsiveness to dominant temporal and weather‐r...",2025/12/23,2025,10.1002/ENG2.70570,"Research Council of Shahid Chamran University of Ahvaz, Iran(SCU.EE1404.37219)",,english,raw_data(CNKI).csv,10.1002/ENG2.70570,10.27029/d.cnki.ggdgu.2025.000906,波浪发电系统功率预测与微电网调度优化
期刊,Short‐Term Residential Load Forecasting With FG‐LSTM‐TA: A Hybrid Deep Learning Approach Integrating Feature Gating and Temporal Attention for Enhanced Prediction Accuracy,Mehdi Mohammadian Mehr;Hossein Farzin;Elaheh Mashhour,Department of Electrical Engineering;Faculty of Engineering; Shahid Chamran University of Ahvaz;Ahvaz;Iran,Engineering Reports,"This paper introduces FG‐LSTM‐TA, a hybrid deep learning model that integrates feature‐gated LSTM networks with a temporal attention mechanism for high‐accuracy short‐term residential load forecasting. The architecture combines selective feature gating, sequential temporal modeling, and attention‐based context weighting to enhance learning efficiency and adaptivity. The model was evaluated using real‐world 30‐min interval electricity consumption data from Ahvaz, Iran, across four scenarios involving both individual and aggregated households. Experimental results demonstrate that FG‐LSTM‐TA consistently outperforms baseline models (LSTM and CNN) and advanced benchmarks (GRU, Transformer, and CNN‐LSTM), achieving R2 scores up to 98%, lower training losses, and shorter computation times. Compared to other models, it maintains robust performance even in high‐noise or low‐amplitude environments. A compact sensitivity analysis further confirms the model's responsiveness to dominant temporal and weather‐r...",2025/12/23,2025,10.1002/ENG2.70570,"Research Council of Shahid Chamran University of Ahvaz, Iran(SCU.EE1404.37219)",,english,raw_data(CNKI).csv,10.1002/ENG2.70570,10.16183/j.cnki.jsjtu.2024.184,面向集装箱船能量管理的船舶微电网全航程经济调度策略
期刊,一种双阶段电力数据异常分析模型,刘浩;高明海;俞文帅;季溢贤;刘立运;黄金贤;耿斌;王彬,国网镇江供电公司,兵工自动化,,2025/12/15,2025,,,,chinese,CNKI-20260327180524663.csv,一种双阶段电力数据异常分析模型,10.1002/ENG2.70570,Short‐Term Residential Load Forecasting With FG‐LSTM‐TA: A Hybrid Deep Learning Approach Integrating Feature Gating and Temporal Attention for Enhanced Prediction Accuracy
期刊,一种双阶段电力数据异常分析模型,刘浩;高明海;俞文帅;季溢贤;刘立运;黄金贤;耿斌;王彬,国网镇江供电公司,兵工自动化,,2025/12/15,2025,,,,chinese,CNKI-20260327180524663.csv,一种双阶段电力数据异常分析模型,面向智能化的智慧园区微电网调度优化方法,面向智能化的智慧园区微电网调度优化方法
期刊,一种双阶段电力数据异常分析模型,刘浩;高明海;俞文帅;季溢贤;刘立运;黄金贤;耿斌;王彬,国网镇江供电公司,兵工自动化,,2025/12/15,2025,,,,chinese,CNKI-20260327180524663.csv,一种双阶段电力数据异常分析模型,10.19651/j.cnki.emt.2519013,基于风光荷预测与DFT-MP-DBN建模的主动配电网可靠性评估
期刊,一种双阶段电力数据异常分析模型,刘浩;高明海;俞文帅;季溢贤;刘立运;黄金贤;耿斌;王彬,国网镇江供电公司,兵工自动化,,2025/12/15,2025,,,,chinese,CNKI-20260327180524663.csv,一种双阶段电力数据异常分析模型,基于深度学习的电力输配电线路节能降耗技术研究,基于深度学习的电力输配电线路节能降耗技术研究
外文期刊,一种双阶段电力数据异常分析模型,刘浩;高明海;俞文帅;季溢贤;刘立运;黄金贤;耿斌;王彬,国网镇江供电公司,兵工自动化,"为改善现有电力异常检测时效率、精度低的问题,提出一种双阶段电力数据异常识别模型。模型由一步超前负荷预测器（one-step ahead load predictor,OSALP）和基于规则引擎的负荷异常检测器组成。OSALP结合线性自回归综合移动平均（autoregressive moving average,ARMA）和非线性人工神经网络（artificial neural networks,ANN）的优点,可有效提高模型负荷预测精度。基于规则引擎的负荷异常检测器集成支持向量机（support vector machines,SVM）、k邻近（k-neare st neighbor,kNN）方法和交叉熵损失函数等模型优点,可在不受预测结果影响下完成电力异常检测。实时检测结果表明:模型R2、均方根误差（root mean square error,RMSE）和F1分数指标分别为69.67%,5.03%和99.53%,明显优于随机森林（random forest,RF）、SVM、ANN以及长短时记忆（long short term memory,LSTM）等模型。",2025/12/15,2025,,,,english,raw_data(CNKI).csv,一种双阶段电力数据异常分析模型,10.1007/S11227-025-08149-Y,Load forecasting based on CEEMDAN-SE-xLSTM-Transformer
外文期刊,一种双阶段电力数据异常分析模型,刘浩;高明海;俞文帅;季溢贤;刘立运;黄金贤;耿斌;王彬,国网镇江供电公司,兵工自动化,"为改善现有电力异常检测时效率、精度低的问题,提出一种双阶段电力数据异常识别模型。模型由一步超前负荷预测器（one-step ahead load predictor,OSALP）和基于规则引擎的负荷异常检测器组成。OSALP结合线性自回归综合移动平均（autoregressive moving average,ARMA）和非线性人工神经网络（artificial neural networks,ANN）的优点,可有效提高模型负荷预测精度。基于规则引擎的负荷异常检测器集成支持向量机（support vector machines,SVM）、k邻近（k-neare st neighbor,kNN）方法和交叉熵损失函数等模型优点,可在不受预测结果影响下完成电力异常检测。实时检测结果表明:模型R2、均方根误差（root mean square error,RMSE）和F1分数指标分别为69.67%,5.03%和99.53%,明显优于随机森林（random forest,RF）、SVM、ANN以及长短时记忆（long short term memory,LSTM）等模型。",2025/12/15,2025,,,,english,raw_data(CNKI).csv,一种双阶段电力数据异常分析模型,10.27327/d.cnki.gshnu.2025.001911,基于VMD-IPO-CNN-ATT-BiLSTM混合模型的短期电力负荷预测
外文期刊,一种双阶段电力数据异常分析模型,刘浩;高明海;俞文帅;季溢贤;刘立运;黄金贤;耿斌;王彬,国网镇江供电公司,兵工自动化,"为改善现有电力异常检测时效率、精度低的问题,提出一种双阶段电力数据异常识别模型。模型由一步超前负荷预测器（one-step ahead load predictor,OSALP）和基于规则引擎的负荷异常检测器组成。OSALP结合线性自回归综合移动平均（autoregressive moving average,ARMA）和非线性人工神经网络（artificial neural networks,ANN）的优点,可有效提高模型负荷预测精度。基于规则引擎的负荷异常检测器集成支持向量机（support vector machines,SVM）、k邻近（k-neare st neighbor,kNN）方法和交叉熵损失函数等模型优点,可在不受预测结果影响下完成电力异常检测。实时检测结果表明:模型R2、均方根误差（root mean square error,RMSE）和F1分数指标分别为69.67%,5.03%和99.53%,明显优于随机森林（random forest,RF）、SVM、ANN以及长短时记忆（long short term memory,LSTM）等模型。",2025/12/15,2025,,,,english,raw_data(CNKI).csv,一种双阶段电力数据异常分析模型,10.1155/DSN/7868626,Intelligent Electricity Consumption Prediction for Smart Home Based on BiLSTM‐Attention
外文期刊,一种双阶段电力数据异常分析模型,刘浩;高明海;俞文帅;季溢贤;刘立运;黄金贤;耿斌;王彬,国网镇江供电公司,兵工自动化,"为改善现有电力异常检测时效率、精度低的问题,提出一种双阶段电力数据异常识别模型。模型由一步超前负荷预测器（one-step ahead load predictor,OSALP）和基于规则引擎的负荷异常检测器组成。OSALP结合线性自回归综合移动平均（autoregressive moving average,ARMA）和非线性人工神经网络（artificial neural networks,ANN）的优点,可有效提高模型负荷预测精度。基于规则引擎的负荷异常检测器集成支持向量机（support vector machines,SVM）、k邻近（k-neare st neighbor,kNN）方法和交叉熵损失函数等模型优点,可在不受预测结果影响下完成电力异常检测。实时检测结果表明:模型R2、均方根误差（root mean square error,RMSE）和F1分数指标分别为69.67%,5.03%和99.53%,明显优于随机森林（random forest,RF）、SVM、ANN以及长短时记忆（long short term memory,LSTM）等模型。",2025/12/15,2025,,,,english,raw_data(CNKI).csv,一种双阶段电力数据异常分析模型,10.16628/j.cnki.2095-8188.2025.11.006,基于ADKDE-LSTM的变电站短期负荷功率区间预测研究
